"Object Count","Layer Name","Object Name","Object Category","Object Type","Attribute Keys","Attribute Texts","Object Keys","Object Texts"
"125","Layer 01","","point","71.37258148193359,76.7183837890625,-18.19769859313965"
"126","Layer 01","","point","73.75395202636719,78.28024291992188,-3.197698593139648"
"127","Layer 01","","point","-76.00813293457031,-114.4395980834961,-18.19769859313965"
"128","Layer 01","","point","-78.24791717529297,-112.8123016357422,-18.19769859313965"
"129","Layer 01","","point","-79.91078186035156,-114.9028167724609,-3.197698593139648"
"130","Layer 01","","point","-37.07991790771484,97.48562622070312,14.80230140686035"
"131","Layer 01","","point","-35.34782028198242,98.04841613769531,14.80230140686035"
"132","Layer 01","","point","-35.86281204223633,99.90541076660156,7.489650726318359"
"133","Layer 01","","point","-76.00813293457031,-114.4395980834961,14.80230140686035"
"134","Layer 01","","point","-78.24791717529297,-112.8123016357422,14.80230140686035"
"135","Layer 01","","point","-79.91078186035156,-114.9028167724609,-0.1976985931396484"
"136","Layer 01","","point","30.92308044433594,97.48562622070312,14.80230140686035"
"137","Layer 01","","point","29.19098281860352,98.04841613769531,14.80230140686035"
"138","Layer 01","","point","29.70597457885742,99.90541076660156,7.489650726318359"
"139","Layer 01","","point","110.4994964599609,-59.14216613769531,-18.19769859313965"
"140","Layer 01","","point","113.2812881469727,-50.5806884765625,-18.19769859313965"
"141","Layer 01","","point","115.1382827758789,-51.09568023681641,-10.88504791259766"
"142","Layer 01","","point","-116.6563262939453,22.51959228515625,14.80230140686035"
"143","Layer 01","","point","-119.438117980957,13.95811462402344,14.80230140686035"
"144","Layer 01","","point","-121.2951126098633,14.47310638427734,7.489650726318359"
"145","Layer 01","","point","110.4994964599609,-59.14216613769531,14.80230140686035"
"146","Layer 01","","point","113.2812881469727,-50.5806884765625,14.80230140686035"
"147","Layer 01","","point","115.1382827758789,-51.09568023681641,7.489650726318359"
"148","Layer 01","","point","117.642707824707,-18.31128692626953,14.80230140686035"
